,type,date(yyyyMMddHHmmss),author,message,latitude,longitude,location,spam,hashtags,sentiment_score,sentiment,datetime,tokens,keywords,labels,fire,crime,emergency
1800,mbdata,2.01401E+13,KronosQuoth,"as we look ahead into the next century, leaders will be those who empower others.  #pokrally #hi",,,,1,"['#POKRally', '#HI']",0,1,2014-01-23 19:13:38,"['as', 'we', 'look', 'ahead', 'into', 'the', 'next', 'century', ',', 'leaders', 'will', 'be', 'those', 'who', 'empower', 'others', '.', '#', 'pokrally', '#', 'hi']","['look', 'ahead', 'next', 'century', 'leaders', 'empower', 'others', 'pokrally']",[],[],[],[]
1801,mbdata,2.01401E+13,carjunkers,"a tear is 1% water, 99% feelings #pok #rally #grammar",,,,1,"['#POK', '#Rally', '#Grammar']",0,1,2014-01-23 19:13:59,"['a', 'tear', 'is', '1', '%', 'water', ',', '99', '%', 'feelings', '#', 'pok', '#', 'rally', '#', 'grammar']","['tear', '1', '%', 'water', '99', '%', 'feelings', 'pok', 'rally', 'grammar']",[],[],[],[]
1802,mbdata,2.01401E+13,KronosQuoth,"you cant use up creativity.  the more you use, the more you have.  #kronosstar #pokrally",,,,1,"['#KronosStar', '#POKRally']",0.5,1,2014-01-23 19:13:59,"['you', 'cant', 'use', 'up', 'creativity', '.', 'the', 'more', 'you', 'use', ',', 'the', 'more', 'you', 'have', '.', '#', 'kronosstar', '#', 'pokrally']","['cant', 'use', 'creativity', 'use', 'kronosstar', 'pokrally']",[],[],[],[]
1803,mbdata,2.01401E+13,Clevvah4Evah,you got low self coincidence #pok #rally #grammar,,,,1,"['#POK', '#Rally', '#Grammar']",0,1,2014-01-23 19:13:59,"['you', 'got', 'low', 'self', 'coincidence', '#', 'pok', '#', 'rally', '#', 'grammar']","['got', 'low', 'self', 'coincidence', 'pok', 'rally', 'grammar']",[],[],[],[]
1804,mbdata,2.01401E+13,KronosQuoth,the road to success and the road to failure are almost exactly the same.  #pokrally #hi,,,,1,"['#POKRally', '#HI']",0.058333333,1,2014-01-23 19:13:59,"['the', 'road', 'to', 'success', 'and', 'the', 'road', 'to', 'failure', 'are', 'almost', 'exactly', 'the', 'same', '.', '#', 'pokrally', '#', 'hi']","['road', 'success', 'road', 'failure', 'almost', 'exactly', 'pokrally']",[],[],[],[]
1805,mbdata,2.01401E+13,worldWatcher,rt @newsonlinetoday trapped resident rescued in abila fire. #abila #newsonline,,,,0,"['#abila', '#newsOnline']",-0.2,0,2014-01-23 19:14:00,"['rt', '@', 'newsonlinetoday', 'trapped', 'resident', 'rescued', 'in', 'abila', 'fire', '.', '#', 'abila', '#', 'newsonline']","['newsonlinetoday', 'trapped', 'resident', 'rescued', 'abila', 'fire', 'abila', 'newsonline']",['fire'],"['fire', 'fire', 'fire', 'fire', 'fire', 'fire', 'fire', 'fire', 'fire']",[],[]
1806,mbdata,2.01401E+13,BlueVelvet,rt @greycatcollectibles my doll collection... my stuffed animal collection... #allruined,,,,1,['#allruined'],0,1,2014-01-23 19:14:00,"['rt', '@', 'greycatcollectibles', 'my', 'doll', 'collection', '...', 'my', 'stuffed', 'animal', 'collection', '...', '#', 'allruined']","['greycatcollectibles', 'doll', 'collection', '...', 'stuffed', 'animal', 'collection', '...', 'allruined']",[],[],[],[]
1807,ccdata,2.01401E+13,,misdemeanor assault-in progress,,,5097 N. Asiant St,1,[],0,1,2014-01-23 19:14:07,"['misdemeanor', 'assault-in', 'progress']","['misdemeanor', 'assault-in', 'progress']",['crime'],[],"['misdemeanor', 'assault-in', 'misdemeanor', 'assault-in', 'misdemeanor', 'assault-in', 'misdemeanor', 'assault-in', 'misdemeanor', 'assault-in', 'misdemeanor', 'assault-in', 'misdemeanor', 'assault-in', 'misdemeanor', 'assault-in', 'misdemeanor', 'assault-in']",[]
1808,mbdata,2.01401E+13,KronosQuoth,don't let what you cannot do interfere with what you can do.  #pokrally #hi,,,,1,"['#POKRally', '#HI']",0,1,2014-01-23 19:14:20,"['do', ""n't"", 'let', 'what', 'you', 'can', 'not', 'do', 'interfere', 'with', 'what', 'you', 'can', 'do', '.', '#', 'pokrally', '#', 'hi']","['let', 'interfere', 'pokrally']",[],[],[],[]
1809,mbdata,2.01401E+13,Clevvah4Evah,your spelling and grammer are atrotious #pok #rally #grammar,,,,1,"['#POK', '#Rally', '#Grammar']",0,1,2014-01-23 19:14:20,"['your', 'spelling', 'and', 'grammer', 'are', 'atrotious', '#', 'pok', '#', 'rally', '#', 'grammar']","['spelling', 'grammer', 'atrotious', 'pok', 'rally', 'grammar']",[],[],[],[]
1810,mbdata,2.01401E+13,KronosQuoth,the only place where success comes before work is in the dictionary.  #pokrally #hi,,,,1,"['#POKRally', '#HI']",0.15,1,2014-01-23 19:14:20,"['the', 'only', 'place', 'where', 'success', 'comes', 'before', 'work', 'is', 'in', 'the', 'dictionary', '.', '#', 'pokrally', '#', 'hi']","['place', 'success', 'comes', 'work', 'dictionary', 'pokrally']",[],[],[],[]
1811,mbdata,2.01401E+13,rnbwBrite,rt @martao he's going to think i'm not coming... answer the phone!,,,,1,[],0,1,2014-01-23 19:14:45,"['rt', '@', 'martao', 'he', ""'s"", 'going', 'to', 'think', 'i', ""'m"", 'not', 'coming', '...', 'answer', 'the', 'phone', '!']","['martao', 'going', 'think', ""'m"", 'coming', '...', 'answer', 'phone']",[],[],[],[]
1812,mbdata,2.01401E+13,dolls4sale,rt @onlythetruth how do you start a dolphin on fire? #tellme,,,,0,['#tellme'],0,1,2014-01-23 19:14:45,"['rt', '@', 'onlythetruth', 'how', 'do', 'you', 'start', 'a', 'dolphin', 'on', 'fire', '?', '#', 'tellme']","['onlythetruth', 'start', 'dolphin', 'fire', 'tellme']",['fire'],"['fire', 'fire', 'fire', 'fire', 'fire', 'fire', 'fire', 'fire', 'fire']",[],[]
1813,mbdata,2.01401E+13,KronosQuoth,little minds are tamed and subdued by misfortune; but great minds rise above it.  #pokrally #hi,,,,1,"['#POKRally', '#HI']",0.204166667,1,2014-01-23 19:14:45,"['little', 'minds', 'are', 'tamed', 'and', 'subdued', 'by', 'misfortune', ';', 'but', 'great', 'minds', 'rise', 'above', 'it', '.', '#', 'pokrally', '#', 'hi']","['little', 'minds', 'tamed', 'subdued', 'misfortune', ';', 'great', 'minds', 'rise', 'pokrally']",[],[],[],[]
1814,mbdata,2.01401E+13,GreyCatCollectibles,flashing ligths everywhere. timmy's getting really jumpy. wish i had his carrier,,,,1,[],0.2,1,2014-01-23 19:15:00,"['flashing', 'ligths', 'everywhere', '.', 'timmy', ""'s"", 'getting', 'really', 'jumpy', '.', 'wish', 'i', 'had', 'his', 'carrier']","['flashing', 'ligths', 'everywhere', 'timmy', 'getting', 'really', 'jumpy', 'wish', 'carrier']",[],[],[],[]
1815,mbdata,2.01401E+13,mailfoool,fire sale! huge furniture sale in downtown abila #welksfurniture,,,,1,['#welksFurniture'],0.4,1,2014-01-23 19:15:00,"['fire', 'sale', '!', 'huge', 'furniture', 'sale', 'in', 'downtown', 'abila', '#', 'welksfurniture']","['fire', 'sale', 'huge', 'furniture', 'sale', 'downtown', 'abila', 'welksfurniture']",['fire'],"['fire', 'fire', 'fire', 'fire', 'fire', 'fire', 'fire', 'fire', 'fire']",[],[]
1816,mbdata,2.01401E+13,AbilaPost,concerns of violence have proven to unfounded #pokrally #abilapost,,,,0,"['#POKrally', '#AbilaPost']",0,1,2014-01-23 19:15:00,"['concerns', 'of', 'violence', 'have', 'proven', 'to', 'unfounded', '#', 'pokrally', '#', 'abilapost']","['concerns', 'violence', 'proven', 'unfounded', 'pokrally', 'abilapost']",['crime'],[],"['violence', 'violence', 'violence', 'violence', 'violence', 'violence', 'violence', 'violence', 'violence']",[]
1817,mbdata,2.01401E+13,ourcountryourrights,sittin' here in the park looking at the govt buildings and wonderig if they're worried 'cause change is comeing #pok,,,,1,['#POK'],0,1,2014-01-23 19:15:00,"['sittin', ""'"", 'here', 'in', 'the', 'park', 'looking', 'at', 'the', 'govt', 'buildings', 'and', 'wonderig', 'if', 'they', ""'re"", 'worried', ""'cause"", 'change', 'is', 'comeing', '#', 'pok']","['sittin', ""'"", 'park', 'looking', 'govt', 'buildings', 'wonderig', ""'re"", 'worried', ""'cause"", 'change', 'comeing', 'pok']",[],[],[],[]
1818,mbdata,2.01401E+13,truthforcadau,dancin time! thanks #pok thanks sylvia! #pok is peace!,36.051,24.854,,1,"['#POK', '#POK']",0.25625,1,2014-01-23 19:15:00,"['dancin', 'time', '!', 'thanks', '#', 'pok', 'thanks', 'sylvia', '!', '#', 'pok', 'is', 'peace', '!']","['dancin', 'time', 'thanks', 'pok', 'thanks', 'sylvia', 'pok', 'peace']",[],[],[],[]
1819,mbdata,2.01401E+13,truccotrucco,looks like im missing some viktor-e! too bad gelatogalore didnt have a food stand at the rally #pok,36.059,24.856,,1,['#POK'],-0.475,0,2014-01-23 19:15:00,"['looks', 'like', 'im', 'missing', 'some', 'viktor-e', '!', 'too', 'bad', 'gelatogalore', 'didnt', 'have', 'a', 'food', 'stand', 'at', 'the', 'rally', '#', 'pok']","['looks', 'like', 'im', 'missing', 'viktor-e', 'bad', 'gelatogalore', 'didnt', 'food', 'stand', 'rally', 'pok']",[],[],[],[]
1820,mbdata,2.01401E+13,KronosQuoth,"certain things catch your eye, but pursue only those that capture the heart.  #kronosstar #pokrally",,,,1,"['#KronosStar', '#POKRally']",0.107142857,1,2014-01-23 19:15:09,"['certain', 'things', 'catch', 'your', 'eye', ',', 'but', 'pursue', 'only', 'those', 'that', 'capture', 'the', 'heart', '.', '#', 'kronosstar', '#', 'pokrally']","['certain', 'things', 'catch', 'eye', 'pursue', 'capture', 'heart', 'kronosstar', 'pokrally']",[],[],[],[]
1821,mbdata,2.01401E+13,KronosQuoth,you become what you believe.  #kronosstar #pokrally,,,,1,"['#KronosStar', '#POKRally']",0,1,2014-01-23 19:15:09,"['you', 'become', 'what', 'you', 'believe', '.', '#', 'kronosstar', '#', 'pokrally']","['become', 'believe', 'kronosstar', 'pokrally']",[],[],[],[]
1822,mbdata,2.01401E+13,KronosQuoth,go confidently in the direction of your dreams.  live the life you have imagined.  #kronosstar #pokrally,,,,1,"['#KronosStar', '#POKRally']",0.318181818,1,2014-01-23 19:15:30,"['go', 'confidently', 'in', 'the', 'direction', 'of', 'your', 'dreams', '.', 'live', 'the', 'life', 'you', 'have', 'imagined', '.', '#', 'kronosstar', '#', 'pokrally']","['go', 'confidently', 'direction', 'dreams', 'live', 'life', 'imagined', 'kronosstar', 'pokrally']",[],[],[],[]
1823,mbdata,2.01401E+13,Clevvah4Evah,my boss is always impactful! #pok #rally #grammar,,,,1,"['#POK', '#Rally', '#Grammar']",0,1,2014-01-23 19:15:59,"['my', 'boss', 'is', 'always', 'impactful', '!', '#', 'pok', '#', 'rally', '#', 'grammar']","['boss', 'always', 'impactful', 'pok', 'rally', 'grammar']",[],[],[],[]
1824,mbdata,2.01401E+13,KronosQuoth,our lives begin to end the day we become silent about things that matter.  #kronosstar #pokrally,,,,1,"['#KronosStar', '#POKRally']",0,1,2014-01-23 19:15:59,"['our', 'lives', 'begin', 'to', 'end', 'the', 'day', 'we', 'become', 'silent', 'about', 'things', 'that', 'matter', '.', '#', 'kronosstar', '#', 'pokrally']","['lives', 'begin', 'end', 'day', 'become', 'silent', 'things', 'matter', 'kronosstar', 'pokrally']",[],[],[],[]
1825,mbdata,2.01401E+13,KronosQuoth,success is walking from failure to failure with no loss of enthusiasm.  #pokrally #hi,,,,1,"['#POKRally', '#HI']",-0.111111111,0,2014-01-23 19:15:59,"['success', 'is', 'walking', 'from', 'failure', 'to', 'failure', 'with', 'no', 'loss', 'of', 'enthusiasm', '.', '#', 'pokrally', '#', 'hi']","['success', 'walking', 'failure', 'failure', 'loss', 'enthusiasm', 'pokrally']",[],[],[],[]
1826,mbdata,2.01401E+13,KronosQuoth,the only person you are destined to become is the person you decide to be.  #kronosstar #pokrally,,,,1,"['#KronosStar', '#POKRally']",0,1,2014-01-23 19:15:59,"['the', 'only', 'person', 'you', 'are', 'destined', 'to', 'become', 'is', 'the', 'person', 'you', 'decide', 'to', 'be', '.', '#', 'kronosstar', '#', 'pokrally']","['person', 'destined', 'become', 'person', 'decide', 'kronosstar', 'pokrally']",[],[],[],[]
1827,mbdata,2.01401E+13,KronosStar,an additional police unit has arrived at the scene to help with crowd control. #kronosstar #dancingdolphinfire,,,,0,"['#KronosStar', '#DancingDolphinFire']",0,1,2014-01-23 19:16:07,"['an', 'additional', 'police', 'unit', 'has', 'arrived', 'at', 'the', 'scene', 'to', 'help', 'with', 'crowd', 'control', '.', '#', 'kronosstar', '#', 'dancingdolphinfire']","['additional', 'police', 'unit', 'arrived', 'scene', 'help', 'crowd', 'control', 'kronosstar', 'dancingdolphinfire']","['fire', 'crime']","['dancingdolphinfire', 'dancingdolphinfire', 'dancingdolphinfire', 'dancingdolphinfire', 'dancingdolphinfire', 'dancingdolphinfire', 'dancingdolphinfire', 'dancingdolphinfire', 'dancingdolphinfire']","['police', 'police', 'police', 'police', 'police', 'police', 'police', 'police', 'police']",[]
1828,mbdata,2.01401E+13,HomelandIlluminations,more police have arrived for evacuation and crowd control #hi,,,,0,['#HI'],0.5,1,2014-01-23 19:16:07,"['more', 'police', 'have', 'arrived', 'for', 'evacuation', 'and', 'crowd', 'control', '#', 'hi']","['police', 'arrived', 'evacuation', 'crowd', 'control']","['emergency', 'fire', 'crime', 'emergency']","['evacuation', 'evacuation', 'evacuation', 'evacuation', 'evacuation', 'evacuation', 'evacuation', 'evacuation', 'evacuation']","['police', 'police', 'police', 'police', 'police', 'police', 'police', 'police', 'police']","['evacuation', 'evacuation', 'evacuation', 'evacuation', 'evacuation', 'evacuation', 'evacuation', 'evacuation', 'evacuation']"
1829,mbdata,2.01401E+13,dangermice,wow - more police #abilafire,36.059,24.894,,0,['#abilafire'],0.3,1,2014-01-23 19:16:07,"['wow', '-', 'more', 'police', '#', 'abilafire']","['wow', 'police', 'abilafire']","['fire', 'crime']","['abilafire', 'abilafire', 'abilafire', 'abilafire', 'abilafire', 'abilafire', 'abilafire', 'abilafire', 'abilafire']","['police', 'police', 'police', 'police', 'police', 'police', 'police', 'police', 'police']",[]
1830,mbdata,2.01401E+13,AbilaAllFaith,we have opened our doors to those who need emergency shelter #dancingdolphinsfire,,,,0,['#dancingdolphinsfire'],0,1,2014-01-23 19:16:07,"['we', 'have', 'opened', 'our', 'doors', 'to', 'those', 'who', 'need', 'emergency', 'shelter', '#', 'dancingdolphinsfire']","['opened', 'doors', 'need', 'emergency', 'shelter', 'dancingdolphinsfire']","['emergency', 'emergency', 'fire', 'emergency']","['emergency', 'dancingdolphinsfire', 'emergency', 'dancingdolphinsfire', 'emergency', 'dancingdolphinsfire', 'emergency', 'dancingdolphinsfire', 'emergency', 'dancingdolphinsfire', 'emergency', 'dancingdolphinsfire', 'emergency', 'dancingdolphinsfire', 'emergency', 'dancingdolphinsfire', 'emergency', 'dancingdolphinsfire']",[],"['emergency', 'shelter', 'emergency', 'shelter', 'emergency', 'shelter', 'emergency', 'shelter', 'emergency', 'shelter', 'emergency', 'shelter', 'emergency', 'shelter', 'emergency', 'shelter', 'emergency', 'shelter']"
1831,mbdata,2.01401E+13,trollingsnark,more crowd control. wait for it. wait for it...,,,,1,[],0.5,1,2014-01-23 19:16:07,"['more', 'crowd', 'control', '.', 'wait', 'for', 'it', '.', 'wait', 'for', 'it', '...']","['crowd', 'control', 'wait', 'wait', '...']",[],[],[],[]
1832,mbdata,2.01401E+13,CentralBulletin,concerns of violence have proved unfounded #abila #centralbulletin,,,,0,"['#Abila', '#CentralBulletin']",0,1,2014-01-23 19:16:07,"['concerns', 'of', 'violence', 'have', 'proved', 'unfounded', '#', 'abila', '#', 'centralbulletin']","['concerns', 'violence', 'proved', 'unfounded', 'abila', 'centralbulletin']",['crime'],[],"['violence', 'violence', 'violence', 'violence', 'violence', 'violence', 'violence', 'violence', 'violence']",[]
1833,ccdata,2.01401E+13,,traffic stop,,,3398 N. Polvo St,1,[],0,1,2014-01-23 19:16:07,"['traffic', 'stop']","['traffic', 'stop']",['emergency'],[],[],"['traffic', 'traffic', 'traffic', 'traffic']"
1834,mbdata,2.01401E+13,KronosQuoth,the only person you are destined to become is the person you decide to be.  #kronosstar #pokrally,,,,1,"['#KronosStar', '#POKRally']",0,1,2014-01-23 19:16:24,"['the', 'only', 'person', 'you', 'are', 'destined', 'to', 'become', 'is', 'the', 'person', 'you', 'decide', 'to', 'be', '.', '#', 'kronosstar', '#', 'pokrally']","['person', 'destined', 'become', 'person', 'decide', 'kronosstar', 'pokrally']",[],[],[],[]
1835,mbdata,2.01401E+13,KronosQuoth,what seems to us as bitter trials are often blessings in disguise. #pokrally #hi,,,,1,"['#POKRally', '#HI']",-0.1,0,2014-01-23 19:16:24,"['what', 'seems', 'to', 'us', 'as', 'bitter', 'trials', 'are', 'often', 'blessings', 'in', 'disguise', '.', '#', 'pokrally', '#', 'hi']","['seems', 'us', 'bitter', 'trials', 'often', 'blessings', 'disguise', 'pokrally']",[],[],[],[]
1836,mbdata,2.01401E+13,KronosQuoth,"there is only one way to avoid criticism: do nothing, say nothing, and be nothing.  #kronosstar #pokrally",,,,1,"['#KronosStar', '#POKRally']",0,1,2014-01-23 19:16:24,"['there', 'is', 'only', 'one', 'way', 'to', 'avoid', 'criticism', ':', 'do', 'nothing', ',', 'say', 'nothing', ',', 'and', 'be', 'nothing', '.', '#', 'kronosstar', '#', 'pokrally']","['one', 'way', 'avoid', 'criticism', ':', 'nothing', 'say', 'nothing', 'nothing', 'kronosstar', 'pokrally']",[],[],[],[]
1837,mbdata,2.01401E+13,KronosQuoth,successful entrepreneurs are givers and not takers of positive energy.  #pokrally #hi,,,,1,"['#POKRally', '#HI']",0.488636364,1,2014-01-23 19:16:24,"['successful', 'entrepreneurs', 'are', 'givers', 'and', 'not', 'takers', 'of', 'positive', 'energy', '.', '#', 'pokrally', '#', 'hi']","['successful', 'entrepreneurs', 'givers', 'takers', 'positive', 'energy', 'pokrally']",[],[],[],[]
1838,mbdata,2.01401E+13,FriendsOfKronos,#abilapost are you joking? no violence? pok presence in the park is violence #pok,,,,0,"['#AbilaPOst', '#POK']",0,1,2014-01-23 19:16:46,"['#', 'abilapost', 'are', 'you', 'joking', '?', 'no', 'violence', '?', 'pok', 'presence', 'in', 'the', 'park', 'is', 'violence', '#', 'pok']","['abilapost', 'joking', 'violence', 'pok', 'presence', 'park', 'violence', 'pok']",['crime'],[],"['violence', 'violence', 'violence', 'violence', 'violence', 'violence', 'violence', 'violence', 'violence', 'violence', 'violence', 'violence', 'violence', 'violence', 'violence', 'violence', 'violence', 'violence']",[]
1839,mbdata,2.01401E+13,KronosQuoth,failure is the condiment that gives success its flavor.  #pokrally #hi,,,,1,"['#POKRally', '#HI']",-0.008333333,0,2014-01-23 19:16:50,"['failure', 'is', 'the', 'condiment', 'that', 'gives', 'success', 'its', 'flavor', '.', '#', 'pokrally', '#', 'hi']","['failure', 'condiment', 'gives', 'success', 'flavor', 'pokrally']",[],[],[],[]
1840,mbdata,2.01401E+13,superhero447,fyi this website badprofiles.kronos/tacky is spreading nasty blogs around #gettingfired,,,,1,['#gettingFired'],-1,0,2014-01-23 19:16:50,"['fyi', 'this', 'website', 'badprofiles.kronos/tacky', 'is', 'spreading', 'nasty', 'blogs', 'around', '#', 'gettingfired']","['fyi', 'website', 'badprofiles.kronos/tacky', 'spreading', 'nasty', 'blogs', 'around', 'gettingfired']",['fire'],"['gettingfired', 'gettingfired', 'gettingfired', 'gettingfired', 'gettingfired', 'gettingfired', 'gettingfired', 'gettingfired', 'gettingfired']",[],[]
1841,mbdata,2.01401E+13,InternationalNews,fire continues at dancing dolphn apartments #abila #intnews,,,,1,"['#abila', '#IntNews']",0,1,2014-01-23 19:17:00,"['fire', 'continues', 'at', 'dancing', 'dolphn', 'apartments', '#', 'abila', '#', 'intnews']","['fire', 'continues', 'dancing', 'dolphn', 'apartments', 'abila', 'intnews']",['fire'],"['fire', 'fire', 'fire', 'fire', 'fire', 'fire', 'fire', 'fire', 'fire']",[],[]
1842,mbdata,2.01401E+13,GreyCatCollectibles,timmy doesn't like being in a pillowcase but at least he's safe,,,,1,[],0.1,1,2014-01-23 19:17:00,"['timmy', 'does', ""n't"", 'like', 'being', 'in', 'a', 'pillowcase', 'but', 'at', 'least', 'he', ""'s"", 'safe']","['timmy', 'like', 'pillowcase', 'least', 'safe']",[],[],[],[]
1843,mbdata,2.01401E+13,martaO,hang in there #princecharming im on the way #infernaltraffic,,,,0,"['#princecharming', '#infernaltraffic']",0,1,2014-01-23 19:17:00,"['hang', 'in', 'there', '#', 'princecharming', 'im', 'on', 'the', 'way', '#', 'infernaltraffic']","['hang', 'princecharming', 'im', 'way', 'infernaltraffic']",['emergency'],[],[],"['infernaltraffic', 'infernaltraffic', 'infernaltraffic', 'infernaltraffic']"
1844,mbdata,2.01401E+13,trollingsnark,i told you last week the government was looking to try out their new citizen control weapons.#livetests,,,,1,['#livetests'],0.068181818,1,2014-01-23 19:17:00,"['i', 'told', 'you', 'last', 'week', 'the', 'government', 'was', 'looking', 'to', 'try', 'out', 'their', 'new', 'citizen', 'control', 'weapons.', '#', 'livetests']","['told', 'last', 'week', 'government', 'looking', 'try', 'new', 'citizen', 'control', 'weapons.', 'livetests']",[],[],[],[]
1845,mbdata,2.01401E+13,footfingers,"check out the new issue of arise, a magazine for people who want to take control of their destiny?#arise #pok",36.054,24.902,,1,"['#ARISE', '#POK']",0.136363636,1,2014-01-23 19:17:00,"['check', 'out', 'the', 'new', 'issue', 'of', 'arise', ',', 'a', 'magazine', 'for', 'people', 'who', 'want', 'to', 'take', 'control', 'of', 'their', 'destiny', '?', '#', 'arise', '#', 'pok']","['check', 'new', 'issue', 'arise', 'magazine', 'people', 'want', 'take', 'control', 'destiny', 'arise', 'pok']",[],[],[],[]
1846,ccdata,2.01401E+13,,incomplete call for police,,,,1,[],0,1,2014-01-23 19:17:02,"['incomplete', 'call', 'for', 'police']","['incomplete', 'call', 'police']",['crime'],[],"['police', 'police', 'police', 'police', 'police', 'police', 'police', 'police', 'police']",[]
1847,mbdata,2.01401E+13,teresaJ,rt @kronosstar an additional police unit has arrived at the scene to help with crowd control. #kronosstar #dancingdolphinfire,,,,0,"['#KronosStar', '#DancingDolphinFire']",0,1,2014-01-23 19:17:07,"['rt', '@', 'kronosstar', 'an', 'additional', 'police', 'unit', 'has', 'arrived', 'at', 'the', 'scene', 'to', 'help', 'with', 'crowd', 'control', '.', '#', 'kronosstar', '#', 'dancingdolphinfire']","['kronosstar', 'additional', 'police', 'unit', 'arrived', 'scene', 'help', 'crowd', 'control', 'kronosstar', 'dancingdolphinfire']","['fire', 'crime']","['dancingdolphinfire', 'dancingdolphinfire', 'dancingdolphinfire', 'dancingdolphinfire', 'dancingdolphinfire', 'dancingdolphinfire', 'dancingdolphinfire', 'dancingdolphinfire', 'dancingdolphinfire']","['police', 'police', 'police', 'police', 'police', 'police', 'police', 'police', 'police']",[]
1848,mbdata,2.01401E+13,muppiesRock,rt @kronosstar an additional police unit has arrived at the scene to help with crowd control. #kronosstar #dancingdolphinfire,,,,0,"['#KronosStar', '#DancingDolphinFire']",0,1,2014-01-23 19:17:07,"['rt', '@', 'kronosstar', 'an', 'additional', 'police', 'unit', 'has', 'arrived', 'at', 'the', 'scene', 'to', 'help', 'with', 'crowd', 'control', '.', '#', 'kronosstar', '#', 'dancingdolphinfire']","['kronosstar', 'additional', 'police', 'unit', 'arrived', 'scene', 'help', 'crowd', 'control', 'kronosstar', 'dancingdolphinfire']","['fire', 'crime']","['dancingdolphinfire', 'dancingdolphinfire', 'dancingdolphinfire', 'dancingdolphinfire', 'dancingdolphinfire', 'dancingdolphinfire', 'dancingdolphinfire', 'dancingdolphinfire', 'dancingdolphinfire']","['police', 'police', 'police', 'police', 'police', 'police', 'police', 'police', 'police']",[]
1849,mbdata,2.01401E+13,stolkfair,rt @kronosstar an additional police unit has arrived at the scene to help with crowd control. #kronosstar #dancingdolphinfire,,,,0,"['#KronosStar', '#DancingDolphinFire']",0,1,2014-01-23 19:17:07,"['rt', '@', 'kronosstar', 'an', 'additional', 'police', 'unit', 'has', 'arrived', 'at', 'the', 'scene', 'to', 'help', 'with', 'crowd', 'control', '.', '#', 'kronosstar', '#', 'dancingdolphinfire']","['kronosstar', 'additional', 'police', 'unit', 'arrived', 'scene', 'help', 'crowd', 'control', 'kronosstar', 'dancingdolphinfire']","['fire', 'crime']","['dancingdolphinfire', 'dancingdolphinfire', 'dancingdolphinfire', 'dancingdolphinfire', 'dancingdolphinfire', 'dancingdolphinfire', 'dancingdolphinfire', 'dancingdolphinfire', 'dancingdolphinfire']","['police', 'police', 'police', 'police', 'police', 'police', 'police', 'police', 'police']",[]
1850,mbdata,2.01401E+13,BlueVelvet,rt @homelandilluminations more police have arrived for evacuation and crowd control #hi,,,,0,['#HI'],0.5,1,2014-01-23 19:17:07,"['rt', '@', 'homelandilluminations', 'more', 'police', 'have', 'arrived', 'for', 'evacuation', 'and', 'crowd', 'control', '#', 'hi']","['homelandilluminations', 'police', 'arrived', 'evacuation', 'crowd', 'control']","['emergency', 'fire', 'crime', 'emergency']","['evacuation', 'evacuation', 'evacuation', 'evacuation', 'evacuation', 'evacuation', 'evacuation', 'evacuation', 'evacuation']","['police', 'police', 'police', 'police', 'police', 'police', 'police', 'police', 'police']","['evacuation', 'evacuation', 'evacuation', 'evacuation', 'evacuation', 'evacuation', 'evacuation', 'evacuation', 'evacuation']"
1851,mbdata,2.01401E+13,KronosQuoth,you must expect great things of yourself before you can do them.  #pokrally #hi,,,,1,"['#POKRally', '#HI']",0.8,1,2014-01-23 19:17:13,"['you', 'must', 'expect', 'great', 'things', 'of', 'yourself', 'before', 'you', 'can', 'do', 'them', '.', '#', 'pokrally', '#', 'hi']","['must', 'expect', 'great', 'things', 'pokrally']",[],[],[],[]
1852,mbdata,2.01401E+13,KronosQuoth,"limitations live only in our minds.  but if we use our imaginations, our possibilities become limitless.  #kronosstar #pokrally",,,,1,"['#KronosStar', '#POKRally']",0.068181818,1,2014-01-23 19:17:13,"['limitations', 'live', 'only', 'in', 'our', 'minds', '.', 'but', 'if', 'we', 'use', 'our', 'imaginations', ',', 'our', 'possibilities', 'become', 'limitless', '.', '#', 'kronosstar', '#', 'pokrally']","['limitations', 'live', 'minds', 'use', 'imaginations', 'possibilities', 'become', 'limitless', 'kronosstar', 'pokrally']",[],[],[],[]
1853,mbdata,2.01401E+13,dirtdigger334,"this is nuts, i swear i'm getting 100s of followers from this program!! check it followers.kronos/getpeople #abila #followers",,,,1,"['#abila', '#followers']",0,1,2014-01-23 19:17:13,"['this', 'is', 'nuts', ',', 'i', 'swear', 'i', ""'m"", 'getting', '100s', 'of', 'followers', 'from', 'this', 'program', '!', '!', 'check', 'it', 'followers.kronos/getpeople', '#', 'abila', '#', 'followers']","['nuts', 'swear', ""'m"", 'getting', '100s', 'followers', 'program', 'check', 'followers.kronos/getpeople', 'abila', 'followers']",[],[],[],[]
1854,mbdata,2.01401E+13,KronosQuoth,challenges are what make life interesting and overcoming them is what makes life meaningful.  #kronosstar #pokrally,,,,1,"['#KronosStar', '#POKRally']",0.5,1,2014-01-23 19:17:13,"['challenges', 'are', 'what', 'make', 'life', 'interesting', 'and', 'overcoming', 'them', 'is', 'what', 'makes', 'life', 'meaningful', '.', '#', 'kronosstar', '#', 'pokrally']","['challenges', 'make', 'life', 'interesting', 'overcoming', 'makes', 'life', 'meaningful', 'kronosstar', 'pokrally']",[],[],[],[]
